/*********************************************
 * OPL 20.1.0.0 Data
 * Author: meltem
 * Creation Date: 6 Eki 2022 at 15:02:05
 *********************************************/
 
 dm=[[[31, 0.52], [56.48, 1.58], [110.85, 3.15]], 
	 [[29.22, 0.52], [49.04, 1.58], [104.74, 2.09]], 
	 [8.997, 4.709, 8.371, 9.186, 5.857, 9.297, 3.015, 1.401, 5.76, 0.344, 9.748, 6.585, 7.966, 7.726, 6.748, 6.205, 9.378, 5.717, 5.589, 7.043, 0.489, 8.171, 1.095, 4.742, 2.962, 1.879, 9.375, 9.536, 3.436, 4.545, 5.39, 5.757, 8.205, 1.832, 2.536, 5.668, 2.716, 0.037, 1.971, 7.902, 3.665, 3.578, 8.131, 6.974],
	 [7.38, 2.568, 3.089, 5.841, 9.529, 8.009, 5.458, 6.489, 6.482, 8.115, 4.207, 8.736, 0.791, 9.552, 6.972, 3.738, 3.3, 4.035, 7.228, 3.805, 5.731, 4.767, 5.173, 4.724, 3.07, 8.367, 5.174, 7.526, 0.528, 6.68, 1.146, 2.312, 5.226, 1.134, 0.859, 5.631, 8.47, 1.701, 4.585, 0.264, 1.085, 7.32, 7.685, 3.812],
	 [6.265, 8.64, 8.845, 9.445, 5.553, 4.186, 6.801, 8.278, 8.183, 5.206, 2.538, 1.749, 3.378, 6.61, 4.802, 7.772, 3.54, 5.075, 1.982, 9.04, 1.415, 4.782, 7.373, 3.849, 6.591, 5.762, 2.305, 2.002, 1.864, 9.443, 6.032, 3.899, 4.197, 0.363, 8.063, 3.788, 3.03, 5.647, 7.354, 0.889, 5.6, 2.067, 1.198, 2.432],
	 [1.582, 8.491, 3.051, 5.379, 1.648, 9.574, 6.468, 7.384, 7.102, 2.654, 9.596, 1.389, 6.946, 8.52, 8.614, 9.386, 8.161, 7.954, 6.646, 5.148, 0.041, 1.708, 5.474, 7.652, 6.719, 3.575, 8.229, 1.351, 0.3, 9.977, 0.431, 0.752, 6.263, 2.505, 9.381, 6.362, 7.457, 4.312, 6.153, 8.276, 0.761, 9.101, 2.87, 3.667],
	 [4.103, 5.84, 4.139, 1.715, 8.176, 5.705, 0.433, 4.318, 8.393, 7.518, 7.528, 6.724, 5.949, 3.392, 4.234, 0.56, 1.74, 0.926, 1.64, 7.127, 7.799, 2.931, 8.452, 9.141, 3.381, 8.106, 2.879, 6.06, 3.564, 4.285, 1.835, 8.752, 8.267, 4.332, 8.98, 7.198, 1.208, 8.127, 9.245, 0.244, 6.438, 4.484, 3.387, 8.702],
	 [6.527, 3.037, 3.173, 8.882, 5.558, 0.801, 2.69, 6.506, 8.53, 6.005, 7.192, 6.866, 8.366, 3.873, 9.934, 1.241, 9.279, 8.361, 8.432, 7.76, 9.751, 4.263, 1.699, 6.991, 2.253, 8.626, 8.231, 9.142, 4.396, 0.901, 8.705, 0.183, 9.142, 6.516, 1.921, 9.242, 8.107, 3.867, 4.796, 9.992, 5.451, 7.703, 1.306, 4.051],
	 [9.889, 9.775, 0.453, 6.279, 7.457, 3.495, 2.698, 8.345, 6.817, 5.632, 2.058, 9.593, 3.593, 0.772, 6.517, 9.955, 1.88, 0.719, 5.327, 8.156, 6.492, 1.123, 4.104, 0.426, 5.639, 1.612, 2.249, 5.278, 7.817, 0.934, 8.261, 5.674, 2.524, 7.33, 2.18, 4.838, 2.687, 7.983, 7.515, 3.675, 2.498, 3.105, 6.444, 6.021],
	 [6.528, 4.314, 4.815, 0.01, 4.87, 3.577, 3.735, 7.521, 6.4, 3.534, 7.283, 7.193, 9.636, 7.344, 1.172, 4.57, 7.179, 6.839, 6.244, 7.286, 6.878, 2.24, 6.391, 5.387, 1.676, 8.11, 1.506, 3.747, 3.939, 2.386, 6.393, 7.246, 9.08, 9.174, 3.361, 1.14, 6.227, 6.011, 9.482, 0.112, 8.648, 2.47, 0.166, 3.875],
	 [8.938, 0.207, 2.062, 1.09, 7.228, 6.285, 2.921, 1.634, 3.596, 2.901, 9.983, 1.887, 0.425, 0.348, 1.154, 6.515, 1.975, 2.978, 0.613, 1.483, 5.887, 6.089, 5.231, 7.114, 7.338, 4.831, 6.695, 6.636, 8.878, 5.031, 1.465, 7.431, 5.53, 7.3, 1.152, 4.039, 6.486, 2.941, 2.844, 7.978, 7.967, 8.766, 2.232, 2.694],
	 [2.052, 5.389, 3.939, 2.79, 6.915, 0.283, 0.873, 6.43, 4.068, 7.531, 8.676, 7.681, 4.061, 9.291, 8.204, 2.007, 6.236, 3.048, 7.963, 6.715, 9.21, 7.227, 8.912, 4.061, 4.721, 7.361, 0.739, 3.545, 4.161, 2.271, 0.466, 0.777, 2.113, 0.279, 7.664, 6.929, 5.45, 4.22, 2.112, 8.531, 2.874, 4.499, 6.951, 2.441],
	 [8.036, 0.757, 8.052, 5.506, 8.354, 9.029, 3.503, 9.701, 0.103, 7.821, 2.848, 10, 1.954, 4.896, 4.79, 0.491, 3.887, 7.067, 5.357, 4.206, 5.142, 3.568, 0.43, 2.224, 4.227, 9.605, 7.531, 7.345, 1.554, 3.577, 7.715, 4.945, 8.63, 7.344, 5.093, 2.435, 0.015, 7.066, 7.339, 1.024, 7.441, 1.533, 1.896, 9.182],
	 [8.507, 5.367, 5.366, 3.733, 5.146, 3.021, 6.959, 9.174, 5.089, 6.141, 8.673, 2.216, 4.368, 0.487, 5.05, 2.49, 7.122, 3.523, 8.233, 3.612, 9.55, 3.187, 2.03, 8.285, 3.817, 2.352, 3.397, 5.689, 7.967, 4.24, 1.425, 9.618, 7.178, 8.882, 7.483, 8.172, 4.502, 8.554, 6.213, 5.94, 0.566, 3.744, 7.812, 6.505],
	 [4.783, 0.416, 8.496, 9.449, 7.159, 9.437, 2.864, 9.271, 4.388, 9.434, 7.203, 6.594, 1.698, 6.666, 9.324, 4.171, 8.499, 1.14, 5.225, 5.48, 4.974, 8.339, 9.809, 5.978, 6.166, 8.194, 5.814, 9.692, 8.395, 1.335, 3.823, 9.889, 2.149, 7.318, 4.222, 6.288, 4.077, 6.023, 0.347, 2.306, 0.128, 2.103, 5.035, 2.756],
	 [5.799, 7.519, 4.289, 8.719, 2.213, 1.659, 2.79, 3.593, 5.28, 2.795, 1.723, 9.885, 3.064, 2.563, 1.264, 3.374, 0.653, 3.18, 9.827, 0.954, 2.508, 9.11, 6.078, 5.668, 0.689, 8.974, 0.56, 3.988, 2.914, 0.954, 9.21, 1.83, 5.328, 1.723, 7.639, 6.046, 9.257, 7.881, 5.994, 5.992, 7.885, 8.536, 0.121, 5.404],
	 [6.836, 3.429, 0.927, 4.872, 7.137, 9.328, 0.639, 5.332, 6.296, 3.551, 4.249, 5.899, 9.948, 6.642, 2.842, 0.386, 2.19, 4.026, 8.927, 4.679, 3.241, 9.242, 8.213, 8.529, 4.246, 1.712, 9.247, 5.929, 1.322, 4.934, 7.101, 3.256, 7.841, 7.759, 6.033, 2.295, 3.214, 4.817, 0.154, 2.062, 2.782, 3.144, 5.944, 9.517],
	 [4.464, 1.519, 1.954, 0.709, 2.346, 9.786, 1.316, 0.148, 6.725, 7.746, 1.808, 7.133, 0.945, 7.259, 9.847, 3.901, 6.712, 3.905, 5.906, 5.678, 8.079, 5.879, 1.107, 9.335, 8.707, 6.078, 8.326, 1.11, 8.206, 3.429, 6.779, 9.064, 5.066, 4.559, 9.752, 1.204, 2.785, 7.689, 6.915, 2.391, 7.872, 7.606, 0.568, 4.467],
	 [7.818, 7.651, 4.284, 5.506, 1.796, 5.395, 1.441, 7.9, 6.701, 0.016, 7.159, 2.741, 1.553, 5.872, 5.691, 6.759, 1.525, 2.672, 7.474, 9.748, 8.149, 0.328, 2.276, 4.873, 4.605, 9.978, 5.583, 4.797, 4.441, 3.017, 9.011, 8.358, 4.34, 1.725, 4.145, 8.746, 0.504, 2.044, 6.487, 3.311, 7.314, 9.206, 5.527, 2.107],
	 [4.713, 6.073, 1.65, 8.815, 5.233, 9.668, 1.684, 7.22, 4.458, 0.915, 5.452, 3.465, 3.934, 5.558, 4.891, 3.483, 1.549, 9.67, 0.113, 8.873, 7.536, 6.366, 0.573, 8.178, 0.716, 5.598, 2.38, 0.574, 7.82, 6.447, 4.693, 0.121, 9.702, 1.202, 0.851, 9.901, 1.305, 5.875, 2.464, 6.947, 3.707, 5.467, 6.448, 1.831],
	 [4.24, 6.513, 3.327, 7.938, 2.535, 7.955, 0.332, 7.599, 9.096, 2.41, 0.664, 0.786, 7.811, 6.334, 9.502, 0.939, 2.898, 9.31, 8.153, 6.604, 8.399, 5.531, 8.863, 1.569, 6.833, 9.152, 1.162, 5.006, 3.461, 1.585, 5.134, 7.515, 0.582, 9.633, 0.663, 4.201, 7.332, 4.803, 4.437, 0.276, 3.774, 2.216, 3.324, 4.131],
	 [0.559, 8.606, 2.218, 5.975, 1.151, 8.868, 7.944, 7.793, 6.519, 9.724, 8.941, 4.593, 0.805, 5.31, 7.689, 5.313, 6.049, 0.666, 0.916, 2.269, 0.664, 3.08, 7.422, 8.668, 2.356, 4.062, 7.005, 7.878, 5.016, 9.442, 5.248, 4.81, 9.305, 7.713, 8.149, 6.834, 0.524, 8.347, 2.879, 3.324, 0.343, 4.168, 3.101, 5.123],
	 [5.845, 3.787, 5.592, 8.31, 6.611, 3.799, 5.524, 6.905, 5.023, 0.704, 9.797, 4.234, 1.153, 2.503, 4.657, 4.987, 3.157, 9.005, 9.167, 8.098, 8.035, 1.025, 3.762, 6.902, 4.904, 1.944, 7.261, 3.763, 7.443, 3.197, 3.344, 7.15, 1.194, 9.943, 6.264, 2.651, 0.333, 4.852, 1.05, 6.917, 4.189, 2.855, 1.826, 9.218],
	 [0.777, 6.797, 2.945, 7.914, 1.175, 1.226, 1.112, 6.226, 4.863, 3.009, 8.388, 0.628, 1.918, 9.508, 4.979, 7.938, 4.863, 8.523, 5.944, 1.473, 3.778, 0.571, 3.528, 2.461, 4.042, 7.991, 9.885, 2.196, 0.013, 5.44, 3.496, 9.771, 8.484, 4.693, 1.408, 7.846, 8.787, 9.363, 4.885, 9.682, 9.767, 9.666, 7.136, 7.866],
	 [6.023, 1.175, 4.612, 2.352, 3.764, 7.928, 5.408, 0.884, 7.858, 9.811, 9.775, 5.758, 9.943, 4.097, 0.284, 1.163, 2.923, 5.205, 4.193, 6.604, 0.42, 0.725, 1.998, 4.196, 3.666, 7.226, 8.588, 3.919, 0.374, 1.257, 7.018, 1.191, 4.73, 1.116, 3.267, 3.44, 6.592, 2.421, 1.352, 8.671, 0.458, 2.06, 2.496, 2.252],
	 [9.627, 5.636, 2.386, 8.788, 1.916, 1.178, 6.788, 4.163, 7.953, 3.799, 2.385, 8.789, 5.945, 4.841, 6.503, 5.025, 9.199, 7.47, 3.186, 6.471, 2.994, 8.362, 7.121, 9.584, 3.98, 0.946, 2.148, 6.49, 0.691, 0.397, 8.62, 7.455, 1.46, 1.72, 9.67, 6.971, 4.288, 3.232, 9.905, 6.286, 1.68, 0.717, 3.449, 8.819]];

//Enflasyon oraný %2 olarak alýnarak aþaðýdaki maliyet bileþenleri hesaplanmýþtýr.
 
 p=[[3247, 9742],
 	[3312, 9937],
 	[3378, 10135]];
 	
 f=[6018, 6139, 6261];

 s=[162, 166, 169];
 
 v=[6224, 6348, 6475];
 
 a=[97, 99, 101];
    
 g=[0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
    0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	0,
 	1,
 	1];
 	    
 e=[[0,0],
    [0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
    [0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
    [0,0],
    [0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
    [0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,0],
	[0,1],
	[0,1]];
